MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Boro-Block-Lot,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Neighborhood,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Building Classification,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Total Units,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Year Built,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Gross Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross Income per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Expense,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Expense per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Net Operating Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Full Market Value,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Coop in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Coop in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Coop in miles
1-01245-0047,"110 RIVERSIDE DRIVE
New York, NY
(40.787889820793, -73.981123416113)",1,10024,40.787901,-73.980962,7,6,171,1076253,1012450047,Upper West Side                                                            ,UPPER WEST SIDE (79-96),D4-ELEVATOR,170,1929,396076,10016762,25.29,3699350,9.34,6317412,45851000,115.76,1-01244-0090,"98 RIVERSIDE DRIVE
New York, NY
(40.786558824189, -73.981276300858)",UPPER WEST SIDE (79-96),D3-ELEVATOR,133,1929,198375,3683637,18.57,1605019,8.09,2078618,14945000,75.34,0.1,1-01230-0043,"2290 BROADWAY
New York, NY
(40.786226075039, -73.978083707654)",UPPER WEST SIDE (79-96),D6-ELEVATOR,125,1924,165452,5293936,32,1750347,10.58,3543589,26417000,159.67,0.19,, , , , , , , , , , , , , , 
1-00602-0030,"603 WASHINGTON STREET
New York, NY
(40.730782871932, -74.008993405801)",1,10014,40.730614,-74.009024,2,3,69,1078097,1006020030,West Village                                                               ,GREENWICH VILLAGE-WEST,D4-ELEVATOR,34,1880,70342,2280488,32.42,583839,8.3,1696649,12628000,179.52,1-00582-0020,"60 LEROY STREET
New York, NY
(40.730171332952, -74.005189273617)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,37,1941,22242,703764,31.64,238072,10.7,465692,3474000,156.19,0.16,1-00631-0001,"669 WASHINGTON STREET
New York, NY
(40.733687682087, -74.008516765125)",GREENWICH VILLAGE-WEST,D5-ELEVATOR,144,1930,137589,4874232,35.43,1410011,10.25,3464221,25608000,186.12,0.22,, , , , , , , , , , , , , , 
1-01563-0032,"436 84 STREET
New York, NY
(40.62404298291, -74.027354186713)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,95,1964,112037,3437295,30.68,1279463,11.42,2157832,16130000,143.97,1-01577-0027,"28 END AVENUE
New York, NY
(40.563585540441, -74.178798953878)",UPPER EAST SIDE (79-96),D6-ELEVATOR,103,1950,109723,3042380,27.73,760193,6.93,2282187,16442000,149.85,0.2,1-01559-0033,"420 80 STREET
New York, NY
(40.626892037352, -74.026013480751)",UPPER EAST SIDE (79-96),D6-ELEVATOR,157,1961,137238,4261263,31.05,1579404,11.51,2681859,20032000,145.97,0.2,, , , , , , , , , , , , , , 
1-00331-0001,"504 GRAND STREET
New York, NY
(40.714577088964, -73.982040724583)",1,10002,40.714672,-73.982328,3,1,12,1004064,1003310001,Lower East Side                                                            ,LOWER EAST SIDE,D4-ELEVATOR,240,1929,216200,4775858,22.09,1803108,8.34,2972750,21767000,100.68,1-00273-0017,"191 MADISON STREET
New York, NY
(40.712580594059, -73.990764148267)",LOWER EAST SIDE,D1-ELEVATOR,24,1910,8995,205854,22.89,90133,10.02,115721,845000,93.94,0.5,1-00398-0025,"190 3 STREET
New York, NY
(40.756053999992, -73.986951000288)",ALPHABET CITY,D9-ELEVATOR,23,1912,10656,226845,21.29,71020,6.66,155825,1143000,107.26,0.52,, , , , , , , , , , , , , , 
1-01846-0027,"320 111 STREET
New York, NY
(40.801356585497, -73.958065161994)",1,,,,,,,,,,MANHATTAN VALLEY,C6-WALK-UP,22,1920,18884,238316,12.62,120858,6.4,117458,641000,33.94,1-01826-0046,"216 111 STREET
New York, NY
(40.800258817569, -73.955458523397)",HARLEM-CENTRAL,C1-WALK-UP,30,1910,20826,262762,12.62,133325,6.4,129437,773000,37.12,0.13,1-01843-0016,"161 MANHATTAN AVENUE
New York, NY
(40.799643959716, -73.960744778929)",MANHATTAN VALLEY,C1-WALK-UP,24,1929,16308,186937,11.46,111546,6.84,75391,484000,29.68,0.18,1-01847-0061,302 WEST 114 STREET,MANHATTAN VALLEY,C4-WALK-UP,20,1900,"8,915","124,619",13.98,"77,445",8.69,"47,174","298,000",33.43,0.14
1-02170-0129,"11 FT GEORGE HILL
New York, NY
(40.857290264978, -73.928142039191)",1,10040,40.857442,-73.92782,12,10,283,1064066,1021700129,Washington Heights North                                                   ,WASHINGTON HEIGHTS UPPER,D4-ELEVATOR,169,1963,201206,2338014,11.62,1321923,6.57,1016091,6510000,32.35,1-01740-0007,"646 LENOX AVENUE
New York, NY
(40.818952403685, -73.937236501083)",HARLEM-CENTRAL,D1-ELEVATOR,134,1970,129386,1538832,11.89,926587,7.16,612245,3907000,30.2,2.88,1-02026-0029,"2400 ADAM
New York, NY
(40.756053999992, -73.986951000288)",HARLEM-CENTRAL,D7-ELEVATOR,57,1905,58569,672372,11.48,383041,6.54,289331,1397000,23.85,2.88,, , , , , , , , , , , , , , 
1-01324-0009,"221 50 STREET
New York, NY
(40.648825650009, -74.016425166455)",1,,,,,,,,,,MIDTOWN EAST,D4-ELEVATOR,47,1957,35840,1126093,31.42,372736,10.4,753357,5622000,156.86,1-01342-0045,"320 50 STREET
New York, NY
(40.647320711797, -74.014038755252)",MIDTOWN EAST,D1-ELEVATOR,36,1960,23442,811202,34.6,229015,9.77,582187,4311000,183.9,0.15,1-01343-0005,"307 50 STREET
New York, NY
(40.647506161485, -74.014230544708)",MIDTOWN EAST,D3-ELEVATOR,111,1962,71137,2235385,31.42,739775,10.4,1495610,11162000,156.91,0.14,1-01344-0033,340 EAST 52 STREET,MIDTOWN EAST,D7-ELEVATOR,67,1941,"51,338","1,805,341",35.17,"670,122",13.05,"1,135,219","8,397,000",163.56,0.15
1-01882-0054,"532 111 STREET
New York, NY
(40.803992766242, -73.964326111887)",1,,,,,,,,,,UPPER WEST SIDE (96-116),D4-ELEVATOR,40,1910,53093,1045401,19.69,404569,7.62,640832,4591000,86.47,1-01880-0029,"976 AMSTERDAM AVENUE
New York, NY
(40.80192823767, -73.964620856875)",UPPER WEST SIDE (96-116),D7-ELEVATOR,50,1915,51080,1053270,20.62,484238,9.48,569032,4181000,81.85,0.1,1-01885-0024,"511 113 STREET
New York, NY
(40.805055947477, -73.962791485996)",UPPER WEST SIDE (96-116),D3-ELEVATOR,44,1910,42360,794344,18.75,352002,8.31,442342,3179000,75.05,0.15,, , , , , , , , , , , , , , 
1-01128-0029,"151 CENTRAL PARK
New York, NY
(40.766323600399, -73.977675229192)",1,10000,40.782295,-73.965126,64,6,143,1000000,1011110001,park-cemetery-etc-Manhattan                                                ,UPPER WEST SIDE (59-79),D4-ELEVATOR,35,1907,124867,3120426,24.99,1090089,8.73,2030337,14747000,118.1,1-01144-0056,"160 73 STREET
New York, NY
(40.633610683721, -74.030611594175)",UPPER WEST SIDE (59-79),D3-ELEVATOR,148,1929,126513,2670831,21.11,995942,7.87,1674889,12292000,97.16,0.22,1-01150-0041,"120 79 STREET
New York, NY
(40.629778856145, -74.034205340369)",UPPER WEST SIDE (59-79),D3-ELEVATOR,64,1926,114696,3310583,28.86,1100328,9.59,2210255,16595000,144.69,0.23,, , , , , , , , , , , , , , 
1-00513-0003,"132 GREENE STREET
New York, NY
(40.72550385162, -73.998912005852)",1,10012,40.725251,-73.999123,2,1,49,1077763,1005130003,SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,D0-ELEVATOR,52,1885,61999,2021787,32.61,562951,9.08,1458836,10854000,175.07,1-00348-0040,"90 CLINTON STREET
New York, NY
(40.718365137764, -73.985403359154)",LOWER EAST SIDE,D6-ELEVATOR,36,1900,38498,1366791,35.5,355488,9.23,1011303,7475000,194.17,0.85,1-00393-0056,"355 10 STREET
New York, NY
(40.564973464546, -74.121446385441)",ALPHABET CITY,D1-ELEVATOR,33,1920,38520,1144863,29.72,343276,8.91,801587,6008000,155.97,1.04,, , , , , , , , , , , , , , 
1-01211-0013,"153 80 STREET
New York, NY
(40.628906320677, -74.033729742084)",1,,,,,,,,,,UPPER WEST SIDE (79-96),C6-WALK-UP,20,1910,14100,389442,27.62,84177,5.97,305265,2200000,156.03,1-01211-0028,"103 80 STREET
New York, NY
(40.629367821185, -74.035657330287)",UPPER WEST SIDE (79-96),C1-WALK-UP,18,1900,14370,396956,27.62,85754,5.97,311202,2243000,156.09,0,1-01211-0063,"180 81 STREET
New York, NY
(40.627898765207, -74.033094504203)",UPPER WEST SIDE (79-96),C7-WALK-UP,17,1900,19875,496875,25,213656,10.75,283219,2057000,103.5,0,1-01210-0038,104 WEST 80 STREET,UPPER WEST SIDE (79-96),C5-WALK-UP,13,1910,"5,670","168,300",29.68,"49,016",8.64,"119,284","894,000",157.67,0.05
1-01564-0035,"430 85 STREET
New York, NY
(40.623131863815, -74.027332004988)",1,,,,,,,,,,UPPER EAST SIDE (79-96),C6-WALK-UP,20,1910,8145,286948,35.23,76644,9.41,210304,1555000,190.91,1-01564-0043,"414 85 STREET
New York, NY
(40.623354386113, -74.027710356146)",UPPER EAST SIDE (79-96),C1-WALK-UP,16,1910,7532,275325,36.55,75205,9.98,200120,1475000,195.83,0,1-01563-0028,"1577 YORK AVENUE
New York, NY
(40.774435963234, -73.948226216281)",UPPER EAST SIDE (79-96),C7-WALK-UP,14,1915,7900,278317,35.23,97407,12.33,180910,1338000,169.37,0.05,1-01562-0015,425 EAST 82 STREET,UPPER EAST SIDE (79-96),C7-WALK-UP,21,1910,"8,020","267,266",33.32,"85,427",10.65,"181,839","1,351,000",168.45,0.1
1-01011-0038,"112 CENTRAL PARK
New York, NY
(40.765836485423, -73.976671400391)",1,10000,40.782295,-73.965126,64,6,143,1000000,1011110001,park-cemetery-etc-Manhattan                                                ,MIDTOWN WEST,D4-ELEVATOR,69,1927,142283,5423828,38.12,1304735,9.17,4119093,31175000,219.11,1-01030-0019,"217 58 STREET
New York, NY
(40.644400103239, -74.021170220832)",MIDTOWN WEST,D7-ELEVATOR,132,1954,165078,6933276,42,1979107,11.99,4954169,34000000,205.96,0.15,1-01008-0026,"105 55 STREET
New York, NY
(40.646940868033, -74.020843886233)",MIDTOWN WEST,D7-ELEVATOR,55,1917,54838,1877056,34.23,347772,6.34,1529284,11332000,206.65,0.15,, , , , , , , , , , , , , , 
1-00526-0023,"192 BLEECKER STREET
New York, NY
(40.729281004143, -74.001421114314)",1,10012,40.729286,-74.001458,2,3,65,1008301,1005260023,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,C6-WALK-UP,23,1900,11343,504537,44.48,101974,8.99,402563,3030000,267.13,1-00526-0011,"260 AVENUE
New York, NY
(40.756053999992, -73.986951000288)",GREENWICH VILLAGE-CENTRAL,C7-WALK-UP,32,1900,15900,743413,46.76,147371,9.27,596042,4479000,281.7,0,1-00526-0014,"264 AVENUE
New York, NY
(40.756053999992, -73.986951000288)",GREENWICH VILLAGE-CENTRAL,C7-WALK-UP,32,1900,15900,671034,42.2,138437,8.71,532597,4019000,252.77,0,, , , , , , , , , , , , , , 
1-02180-0057,"41 OVERLOOK TERRACE
New York, NY
(40.853378450966, -73.936382145155)",1,10033,40.853467,-73.936384,12,10,273,1064400,1021800057,Washington Heights North                                                   ,WASHINGTON HEIGHTS UPPER,D4-ELEVATOR,51,1968,43196,586602,13.58,277750,6.43,308852,2043000,47.3,1-02180-0023,"506 FT WASHINGTON AVENUE
New York, NY
(40.852398189954, -73.93774012142)",WASHINGTON HEIGHTS UPPER,D7-ELEVATOR,56,1920,54888,748123,13.63,388607,7.08,359516,2377000,43.31,0,1-02180-0182,"50 OVERLOOK TERRACE
New York, NY
(40.854385691639, -73.936247246851)",WASHINGTON HEIGHTS UPPER,D1-ELEVATOR,58,1940,58750,793392,13.5,422695,7.19,370697,2454000,41.77,0.12,, , , , , , , , , , , , , , 
1-01384-0037,"710 PARK AVENUE
New York, NY
(40.769642576818, -73.965025551788)",1,10021,40.769574,-73.964956,8,4,122,1041310,1013840037,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,87,1948,161000,6808690,42.29,1965810,12.21,4842880,36542000,226.97,1-01424-0010,"219 69 STREET
New York, NY
(40.636396520941, -74.028079748202)",UPPER EAST SIDE (59-79),D3-ELEVATOR,145,1957,163875,4914187,29.99,1259445,7.69,3654742,27376000,167.05,0.31,1-01406-0001,"737 PARK AVENUE
New York, NY
(40.770568878508, -73.964063277217)",UPPER EAST SIDE (59-79),D6-ELEVATOR,120,1940,215600,9117276,42.29,2632052,12.21,6485224,48934000,226.97,0.14,1-01427-0028,1393 2 AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,149,1964,"166,432","5,538,468",33.28,"1,246,428",7.49,"4,292,040","31,890,000",191.61,0.35
1-01417-0001,"201 62 STREET
New York, NY
(40.64149749411, -74.022536226334)",1,,,,,,,,,,UPPER EAST SIDE (59-79),D4-ELEVATOR,71,1963,163496,5549054,33.94,1961952,12,3587102,26616000,162.79,1-01418-0045,"1081 3 AVENUE
New York, NY
(40.76448046837, -73.964440992469)",UPPER EAST SIDE (59-79),D6-ELEVATOR,116,1968,174273,7254016,41.62,2249317,12.91,5004699,37783000,216.8,0.05,1-01439-0030,"1199 1 AVENUE
New York, NY
(40.763113498886, -73.959422775546)",UPPER EAST SIDE (59-79),D6-ELEVATOR,166,1962,195019,6618945,33.94,2447488,12.55,4171457,30952000,158.71,0.17,1-01312-0033,157 EAST 57 STREET,MIDTOWN CBD,D6-ELEVATOR,118,1960,"173,168","5,047,223",29.15,"1,398,502",8.08,"3,648,721","27,378,000",158.1,0.27
1-01525-0009,"215 79 STREET
New York, NY
(40.629108329441, -74.03119196989)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,86,1947,94418,2833484,30.01,603331,6.39,2230153,16705000,176.93,1-01527-0009,"219 81 STREET
New York, NY
(40.62763740819, -74.03170248151)",UPPER EAST SIDE (79-96),D3-ELEVATOR,53,1972,36720,1253254,34.13,438804,11.95,814450,6037000,164.41,0.1,,, , ,,,,,,,,,,,,, , , , , , , , , , , , , , 
1-01046-0042,"316 56 STREET
New York, NY
(40.644011123744, -74.017601650973)",1,,,,,,,,,,MIDTOWN WEST,D4-ELEVATOR,33,1933,18506,641973,34.69,213559,11.54,428414,3172000,171.4,1-01046-0009,"347 55 STREET
New York, NY
(40.644297438436, -74.016474634526)",MIDTOWN WEST,D3-ELEVATOR,96,1911,53952,1656546,30.7,645794,11.97,1010752,7555000,140.03,0,1-01043-0005,"369 52 STREET
New York, NY
(40.6457447141, -74.014351297974)",MIDTOWN WEST,D5-ELEVATOR,48,1940,37030,1432276,38.68,411437,11.11,1020839,7723000,208.56,0.15,, , , , , , , , , , , , , , 
1-01211-0034,"430 COLUMBUS AVENUE
New York, NY
(40.783006502174, -73.974720243264)",1,10024,40.783012,-73.97472,7,6,165,1031979,1012110034,Upper West Side                                                            ,UPPER WEST SIDE (79-96),C6-WALK-UP,13,1900,12628,348785,27.62,75389,5.97,273396,1970000,156,1-01211-0028,"103 80 STREET
New York, NY
(40.629367821185, -74.035657330287)",UPPER WEST SIDE (79-96),C1-WALK-UP,18,1900,14370,396956,27.62,85754,5.97,311202,2243000,156.09,0,1-01211-0006,"167 80 STREET
New York, NY
(40.628781008073, -74.033207606232)",UPPER WEST SIDE (79-96),C1-WALK-UP,20,1910,11390,267682,23.5,108500,9.53,159182,696000,61.11,0,1-01211-0002,423 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),C7-WALK-UP,16,1910,"10,790","586,198",54.33,"147,734",13.69,"438,464","3,273,000",303.34,0
1-00528-0036,"38 DOWNING STREET
New York, NY
(40.729218051601, -74.004029148199)",1,10014,40.729223,-74.004027,2,3,67,1008393,1005280036,West Village                                                               ,GREENWICH VILLAGE-WEST,C6-WALK-UP,20,1900,8375,162224,19.37,66330,7.92,95894,688000,82.15,1-00353-0024,"129 RIVINGTON STREET
New York, NY
(40.719631278769, -73.986906056761)",LOWER EAST SIDE,C7-WALK-UP,19,1930,14497,198771,13.71,106195,7.33,92576,460000,31.73,1.1,1-00866-0009,"9 36 STREET
New York, NY
(40.656888222311, -74.008625189749)",MURRAY HILL,D7-ELEVATOR,18,1925,13290,332343,25.01,100822,7.59,231521,1681000,126.49,1.81,, , , , , , , , , , , , , , 
1-01584-0016,"531 87 STREET
New York, NY
(40.776319402359, -73.945868110157)",1,,,,,,,,,,UPPER EAST SIDE (79-96),C6-WALK-UP,20,1910,8745,296193,33.87,87887,10.05,208306,1546000,176.79,1-01584-0044,"512 88 STREET
New York, NY
(40.620122756703, -74.02687220173)",UPPER EAST SIDE (79-96),C1-WALK-UP,20,1910,8935,309502,34.64,78844,8.82,230658,1708000,191.16,0,1-01584-0048,"504 88 STREET
New York, NY
(40.620235471732, -74.027095377487)",UPPER EAST SIDE (79-96),C1-WALK-UP,20,1939,8420,291669,34.64,74264,8.82,217405,1610000,191.21,0,, , , , , , , , , , , , , , 
1-00626-0054,"51 JANE STREET
New York, NY
(40.738130332912, -74.005018402431)",1,10014,40.738146,-74.005131,2,3,77,1011667,1006260054,West Village                                                               ,GREENWICH VILLAGE-WEST,C6-WALK-UP,20,1915,7650,315945,41.3,95702,12.51,220243,1663000,217.39,1-00626-0032,"40 HORATIO STREET
New York, NY
(40.738750865112, -74.004847531246)",GREENWICH VILLAGE-WEST,C4-WALK-UP,40,1910,15785,485331,30.75,180263,11.42,305068,2280000,144.44,0,1-00626-0052,"47 JANE STREET
New York, NY
(40.738130332912, -74.004820551585)",GREENWICH VILLAGE-WEST,C4-WALK-UP,20,1901,9155,378139,41.3,114527,12.51,263612,1991000,217.48,0,1-00626-0001,809 GREENWICH STREET,GREENWICH VILLAGE-WEST,C4-WALK-UP,27,1901,"15,250","646,661",42.4,"171,671",11.26,"474,990","3,584,000",235.02,0.07
1-01433-0012,"223 78 STREET
New York, NY
(40.629803330818, -74.030699057851)",1,,,,,,,,,,UPPER EAST SIDE (59-79),C6-WALK-UP,16,1910,7500,312225,41.63,78300,10.44,233925,1766000,235.47,1-01433-0022,"265 78 STREET
New York, NY
(40.629551284809, -74.029614584187)",UPPER EAST SIDE (59-79),C7-WALK-UP,29,1910,13398,618572,46.17,122340,9.13,496232,3731000,278.47,0,1-01432-0015,"239 77 STREET
New York, NY
(40.630431646083, -74.0299843333)",UPPER EAST SIDE (59-79),C5-WALK-UP,16,1910,7400,274444,37.09,86923,11.75,187521,1380000,186.49,0.05,, , , , , , , , , , , , , , 
1-02084-0064,"3692 BROADWAY
New York, NY
(40.831156203622, -73.946868240017)",1,10031,40.831241,-73.946924,9,7,237,1062253,1020840064,Hamilton Heights                                                           ,HARLEM-UPPER,C6-WALK-UP,24,1926,15072,154940,10.28,79580,5.28,75360,421000,27.93,1-02083-0040,"510 152 STREET
New York, NY
(40.829757837531, -73.944707972573)",HARLEM-UPPER,C1-WALK-UP,20,1900,13680,140592,10.28,72217,5.28,68375,404000,29.53,0.05,1-02082-0047,"520 151 STREET
New York, NY
(40.829256202637, -73.94547081975)",HARLEM-UPPER,C1-WALK-UP,19,1905,13535,129124,9.54,79992,5.91,49132,282000,20.83,0.1,1-02119-0058,531 WEST 160 STREET,WASHINGTON HEIGHTS LOWER,C1-WALK-UP,20,1910,"15,175","164,787",10.86,"100,739",6.64,"64,048","397,000",26.16,0.4
1-01169-0036,"204 78 STREET
New York, NY
(40.629858355436, -74.031184907353)",1,,,,,,,,,,UPPER WEST SIDE (59-79),C6-WALK-UP,20,1920,14015,453385,32.35,111139,7.93,342246,2548000,181.81,1-01168-0161,"272 77 STREET
New York, NY
(40.630172813608, -74.029131105516)",UPPER WEST SIDE (59-79),C1-WALK-UP,12,1910,6306,205005,32.51,48916,7.76,156089,1025000,162.54,0.1,1-01168-0061,"358 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",UPPER WEST SIDE (59-79),C1-WALK-UP,14,1900,6385,205438,32.18,51651,8.09,153787,1145000,179.33,0.1,, , , , , , , , , , , , , , 
1-00842-0007,"7 14 STREET
New York, NY
(40.608922467967, -74.005816595491)",1,,,,,,,,,,FLATIRON,D4-ELEVATOR,504,1965,430000,12809700,29.79,3719500,8.65,9090200,68122000,158.42,1-00816-0042,"92 5 AVENUE
New York, NY
(40.736475580378, -73.993264263508)",FLATIRON,D6-ELEVATOR,223,1962,180000,5232885,29.07,1673391,9.3,3559494,26713000,148.41,0.15,1-00817-0001,"552 AVENUE
New York, NY
(40.756053999992, -73.986951000288)",FLATIRON,D9-ELEVATOR,111,1973,101231,3088232,30.51,809878,8,2278354,17036000,168.29,0.16,, , , , , , , , , , , , , , 
1-01559-0010,"425 79 STREET
New York, NY
(40.627606486352, -74.025579984035)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,192,1955,184816,6557272,35.48,1888820,10.22,4668452,34507000,186.71,1-01559-0033,"420 80 STREET
New York, NY
(40.626892037352, -74.026013480751)",UPPER EAST SIDE (79-96),D6-ELEVATOR,157,1961,137238,4261263,31.05,1579404,11.51,2681859,20032000,145.97,0,1-01559-0019,"1493 YORK AVENUE
New York, NY
(40.771720010706, -73.950195731525)",UPPER EAST SIDE (79-96),D6-ELEVATOR,250,1956,277073,11271330,40.68,3258378,11.76,8012952,55418000,200.01,0,1-01584-0001,1658 YORK AVENUE,UPPER EAST SIDE (79-96),D7-ELEVATOR,180,1963,"202,322","7,177,457",35.48,"2,066,963",10.22,"5,110,494","37,774,000",186.7,0.43
1-01580-0033,"526 84 STREET
New York, NY
(40.622450783099, -74.024721726624)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,80,1920,42250,1434388,33.95,363350,8.6,1071038,7947000,188.09,1-01580-0038,"518 84 STREET
New York, NY
(40.622560923216, -74.024903511283)",UPPER EAST SIDE (79-96),D9-ELEVATOR,60,1940,33000,1078000,32.67,266379,8.07,811621,6038000,182.97,0,1-01581-0037,"532 85 STREET
New York, NY
(40.621719277888, -74.025018451798)",UPPER EAST SIDE (79-96),D5-ELEVATOR,36,1900,21500,757419,35.23,196163,9.12,561256,4151000,193.07,0.05,, , , , , , , , , , , , , , 
1-01722-0033,"2000 5 AVENUE
New York, NY
(40.80590324104, -73.942614446818)",1,10035,40.805847,-73.942689,10,9,200,1053461,1017220033,Central Harlem South                                                       ,HARLEM-CENTRAL,D4-ELEVATOR,26,2004,29387,377035,12.83,164861,5.61,212174,1416000,48.18,1-01831-0056,"246 116 STREET
New York, NY
(40.803814817171, -73.954005579463)",HARLEM-CENTRAL,D7-ELEVATOR,33,2005,37491,523908,13.97,231685,6.18,292223,1923000,51.29,0.58,1-02034-0029,"2560 ADAM
New York, NY
(40.756053999992, -73.986951000288)",HARLEM-CENTRAL,D7-ELEVATOR,26,2005,30632,357782,11.68,196657,6.42,161125,910800,29.73,1.25,, , , , , , , , , , , , , , 
1-01517-0027,"161 88 STREET
New York, NY
(40.623148207744, -74.03610535119)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,42,1937,36432,1255811,34.47,433905,11.91,821906,6088000,167.11,1-01517-0025,"155 88 STREET
New York, NY
(40.623212800551, -74.03637947676)",UPPER EAST SIDE (79-96),D3-ELEVATOR,50,1976,29000,952855,32.86,303416,10.46,649439,4697000,161.97,0,1-01517-0006,"105 88 STREET
New York, NY
(40.62333884314, -74.036949164726)",UPPER EAST SIDE (79-96),D6-ELEVATOR,12,1925,9950,346763,34.85,66398,6.67,280365,2075000,208.54,0.09,1-01519-0011,121 EAST 90 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,20,1923,"9,530","328,484",34.47,"102,145",10.72,"226,339","1,676,000",175.87,0.14
1-00377-0062,"249 7 STREET
New York, NY
(40.756053999992, -73.986951000288)",1,,,,,,,,,,ALPHABET CITY,C6-WALK-UP,13,2001,9664,334664,34.63,86686,8.97,247978,1836000,189.98,1-00398-0035,"24 AVENUE
New York, NY
(40.756053999992, -73.986951000288)",ALPHABET CITY,D6-ELEVATOR,64,1997,77000,3663660,47.58,1208900,15.7,2454760,18439000,239.47,0.37,1-00386-0003,"41 AVENUE
New York, NY
(40.756053999992, -73.986951000288)",ALPHABET CITY,D7-ELEVATOR,23,1999,24156,593723,24.58,233606,9.67,360117,2618000,108.38,0.24,, , , , , , , , , , , , , , 
1-01232-0061,"512 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",1,,,,,,,,,,UPPER WEST SIDE (79-96),D4-ELEVATOR,46,1923,68072,1539789,22.62,462209,6.79,1077580,7875000,115.69,1-01231-0064,"498 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",UPPER WEST SIDE (79-96),D3-ELEVATOR,48,1912,82648,1662051,20.11,747964,9.05,914087,6535000,79.07,0.05,1-01231-0026,"215 83 STREET
New York, NY
(40.62619353445, -74.03216883578)",UPPER WEST SIDE (79-96),D3-ELEVATOR,113,1927,82916,2083527,25.13,653673,7.88,1429854,10382000,125.21,0.1,, , , , , , , , , , , , , , 
