MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Boro-Block-Lot,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Neighborhood,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Building Classification,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Total Units,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Year Built,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Gross Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross Income per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Expense,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Expense per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Net Operating Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Full Market Value,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Coop in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Coop in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Coop in miles
1-00397-0012,"157 2 STREET
New York, NY
(40.573245943303, -74.121177876334)",1,,,,,,,,,,ALPHABET CITY,D4-ELEVATOR,40,1920,27500,446875,16.25,230175,8.37,216700,1475000,53.64,1-00348-0051,"169 RIVINGTON STREET
New York, NY
(40.718983766908, -73.984738690671)",LOWER EAST SIDE,C7-WALK-UP,14,1920,11480,159315,13.88,79923,6.96,79392,523000,45.56,0.27,1-00415-0012,"176 ELDRIDGE STREET
New York, NY
(40.720413688934, -73.990809114369)",LOWER EAST SIDE,C7-WALK-UP,60,1920,32786,623024,19,304535,9.29,318489,1065000,32.48,0.33,, , , , , , , , , , , , , , 
1-00376-0019,"254 7 STREET
New York, NY
(40.756053999992, -73.986951000288)",1,,,,,,,,,,ALPHABET CITY,C6-WALK-UP,20,1910,14508,489500,33.74,154655,10.66,334845,2485000,171.28,1-00375-0028,"738 6 STREET
New York, NY
(40.723077076977, -73.978357272698)",ALPHABET CITY,C4-WALK-UP,11,1900,6500,236962,36.46,72401,11.14,164561,1213000,186.62,0.05,1-00378-0039,"115 AVENUE
New York, NY
(40.756053999992, -73.986951000288)",ALPHABET CITY,C7-WALK-UP,23,1900,13266,411385,31.01,135013,10.18,276372,2064000,155.59,0.09,, , , , , , , , , , , , , , 
1-00527-0084,"13 DOWNING STREET
New York, NY
(40.729595766853, -74.002842043121)",1,10014,40.729582,-74.00293,2,3,67,1008368,1005270084,West Village                                                               ,GREENWICH VILLAGE-WEST,C6-WALK-UP,16,1920,8656,288764,33.36,87339,10.09,201425,1496000,172.83,1-00527-0086,"17 DOWNING STREET
New York, NY
(40.729541807532, -74.002994927866)",GREENWICH VILLAGE-WEST,C4-WALK-UP,20,1910,8065,312229,38.71,83513,10.35,228716,1730000,214.51,0,1-00527-0056,"52 CARMINE STREET
New York, NY
(40.729928516004, -74.00373237193)",GREENWICH VILLAGE-WEST,C7-WALK-UP,18,1900,10012,280482,28.01,121515,12.14,158967,1144000,114.26,0,, , , , , , , , , , , , , , 
1-00844-0011,"15 16 STREET
New York, NY
(40.667937859492, -73.995710193809)",1,,,,,,,,,,FLATIRON,D0-ELEVATOR,11,1908,49520,1884236,38.05,683376,13.8,1200860,9089000,183.54,1-00819-0059,"30 18 STREET
New York, NY
(40.666449759966, -73.997446876674)",FLATIRON,D7-ELEVATOR,100,2005,98690,3824599,38.75,1010469,10.24,2814130,21289000,215.72,0.16,1-00571-0025,"120 UNIVERSITY PLACE
New York, NY
(40.73469492276, -73.992122124531)",GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,2256204,38.05,818227,13.8,1437977,10884000,183.54,0.15,1-00570-0017,24 EAST 13 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,25,1910,"27,760","935,230",33.69,"315,404",11.36,"619,826","4,602,000",165.78,0.2
1-01448-0041,"328 74 STREET
New York, NY
(40.631941908205, -74.026734410449)",1,,,,,,,,,,UPPER EAST SIDE (59-79),C6-WALK-UP,18,1910,6875,308550,44.88,101819,14.81,206731,1556000,226.33,1-01448-0025,"1365 1 AVENUE
New York, NY
(40.768725268348, -73.955330860313)",UPPER EAST SIDE (59-79),C7-WALK-UP,14,1910,7200,348804,48.45,60847,8.45,287957,2160000,300,0,1-01448-0023,"1361 1 AVENUE
New York, NY
(40.768608356485, -73.955420792516)",UPPER EAST SIDE (59-79),C7-WALK-UP,17,1910,8152,394741,48.42,111860,13.72,282881,2122000,260.3,0,1-01448-0042,326 EAST 74 STREET,UPPER EAST SIDE (59-79),C4-WALK-UP,20,1910,"5,516","301,317",54.63,"58,724",10.65,"242,593","1,810,000",328.14,0
1-00396-0020,"626 14 STREET
New York, NY
(40.728918828268, -73.9768954246)",1,,,,,,,,,,ALPHABET CITY,C6-WALK-UP,119,1920,65585,1731444,26.4,642077,9.79,1089367,7881000,120.16,1-00396-0026,"638 14 STREET
New York, NY
(40.728686014673, -73.976335207881)",ALPHABET CITY,C4-WALK-UP,20,1920,10740,380518,35.43,133176,12.4,247342,1828000,170.2,0,1-00407-0026,"536 14 STREET
New York, NY
(40.730015999047, -73.979488028608)",ALPHABET CITY,C7-WALK-UP,16,1920,7066,167280,23.67,75199,10.64,92081,671000,94.96,0.14,, , , , , , , , , , , , , , 
1-00899-0001,"205 3 AVENUE
New York, NY
(40.736070885464, -73.985152378804)",1,10003,40.735875,-73.985289,6,2,48,1019580,1008990001,Gramercy                                                                   ,GRAMERCY,D4-ELEVATOR,330,1964,358898,11068414,30.84,3696649,10.3,7371765,55083000,153.48,1-00899-0040,"222 19 STREET
New York, NY
(40.602516583915, -74.006627016324)",GRAMERCY,D9-ELEVATOR,106,1963,87960,2980580,33.89,1280541,14.56,1700039,12615000,143.42,0,1-00873-0040,"150 18 STREET
New York, NY
(40.664722757628, -73.99452541532)",GRAMERCY,D6-ELEVATOR,223,1960,235264,6527075,27.74,2426675,10.31,4100400,29542000,125.57,0.13,, , , , , , , , , , , , , , 
1-00550-0022,"1 5 AVENUE
New York, NY
(40.732032929553, -73.996483836373)",1,10003,40.731913,-73.996587,2,1,59,1008847,1005500022,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,200,1927,238923,9220039,38.59,1672461,7,7547578,57105000,239.01,1-00548-0001,"1 UNIVERSITY PLACE
New York, NY
(40.730881797355, -73.995413643159)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,272,1930,218985,8330796,38.04,2880610,13.15,5450186,41252000,188.38,0.07,1-00572-0038,"20 5 AVENUE
New York, NY
(40.73289057348, -73.995918519)",GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,113,1940,132420,5109988,38.59,926559,7,4183429,31652000,239.03,0.16,1-00610-0060,1 CHRISTOPHER STREET,GREENWICH VILLAGE-WEST,D6-ELEVATOR,134,1931,"102,354","4,479,066",43.76,"1,210,199",11.82,"3,268,867","24,621,000",240.55,0.31
1-01409-0069,"815 PARK AVENUE
New York, NY
(40.772808190361, -73.962426511124)",1,10021,40.772872,-73.96252,8,4,128,1043105,1014090069,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,52,1917,101056,3536960,35,792279,7.84,2744681,20307000,200.95,1-01409-0021,"1033 LEXINGTON AVENUE
New York, NY
(40.771908868332, -73.961122494181)",UPPER EAST SIDE (59-79),D6-ELEVATOR,35,1923,71189,2336130,32.82,868302,12.2,1467828,10916000,153.34,0.09,1-01409-0042,"192 75 STREET
New York, NY
(40.632130015803, -74.030723663133)",UPPER EAST SIDE (59-79),D6-ELEVATOR,43,1927,40249,1408542,35,315371,7.84,1093171,8088000,200.95,0.09,1-01406-0054,993 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,39,1914,"73,396","3,048,279",41.53,"1,037,156",14.13,"2,011,123","15,183,000",206.86,0.18
1-02128-0038,"510 172 STREET
New York, NY
(40.842421933689, -73.935487677593)",1,,,,,,,,,,WASHINGTON HEIGHTS LOWER,C6-WALK-UP,20,1907,16790,190902,11.37,95031,5.66,95871,616000,36.69,1-02119-0058,"531 160 STREET
New York, NY
(40.835370211959, -73.942072525784)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,20,1910,15175,164787,10.86,100739,6.64,64048,397000,26.16,0.56,1-02117-0023,"524 159 STREET
New York, NY
(40.83438814756, -73.941852762677)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,25,1907,17905,203580,11.37,118173,6.6,85407,542000,30.27,0.66,, , , , , , , , , , , , , , 
1-01054-0024,"411 44 STREET
New York, NY
(40.649652804578, -74.008728357742)",1,,,,,,,,,,CLINTON,C6-WALK-UP,35,1920,21540,596227,27.68,228539,10.61,367688,2649000,122.98,1-01054-0053,"438 45 STREET
New York, NY
(40.648685807381, -74.00875464971)",CLINTON,C4-WALK-UP,14,1920,9175,205791,22.43,72235,7.87,133556,976000,106.38,0,1-01054-0023,"415 44 STREET
New York, NY
(40.64960173777, -74.008643476426)",CLINTON,C4-WALK-UP,20,1920,9155,312980,34.19,114197,12.47,198783,1473000,160.9,0,1-01054-0161,454 WEST 45 STREET,CLINTON,C4-WALK-UP,20,1910,"7,540","208,692",27.68,"80,014",10.61,"128,678","927,000",122.94,0
1-00744-0019,"335 20 STREET
New York, NY
(40.600629690805, -74.007141746192)",1,,,,,,,,,,CHELSEA,C6-WALK-UP,12,1900,5500,204490,37.18,60170,10.94,144320,1062000,193.09,1-00744-0036,"197 8 AVENUE
New York, NY
(40.743571231189, -73.99974837534)",CHELSEA,C4-WALK-UP,11,1900,11076,452312,40.84,106389,9.61,345923,2613000,235.92,0,1-00745-0044,"310 22 STREET
New York, NY
(40.659241791481, -73.99150976086)",CHELSEA,C5-WALK-UP,12,1900,4540,152119,33.51,55700,12.27,96419,716000,157.71,0.05,, , , , , , , , , , , , , , 
1-01409-0033,"177 74 STREET
New York, NY
(40.632966522753, -74.030817037149)",1,,,,,,,,,,UPPER EAST SIDE (59-79),D4-ELEVATOR,99,1963,107600,3556180,33.05,1059860,9.85,2496320,18556000,172.45,1-01427-0028,"1393 2 AVENUE
New York, NY
(40.769273854786, -73.957992853519)",UPPER EAST SIDE (59-79),D6-ELEVATOR,149,1964,166432,5538468,33.28,1246428,7.49,4292040,31890000,191.61,0.15,1-01429-0037,"222 75 STREET
New York, NY
(40.63192020894, -74.029840897603)",UPPER EAST SIDE (59-79),D3-ELEVATOR,41,1930,23490,762540,32.46,238055,10.13,524485,3903000,166.16,0.12,, , , , , , , , , , , , , , 
1-01363-0016,"439 51 STREET
New York, NY
(40.645368836409, -74.012197209435)",1,,,,,,,,,,MIDTOWN EAST,D4-ELEVATOR,36,1925,73095,2250595,30.79,809162,11.07,1441433,10772000,147.37,1-01342-0012,"333 49 STREET
New York, NY
(40.647801968319, -74.01320923772)",MIDTOWN EAST,D3-ELEVATOR,204,1965,177380,5953175,33.56,1793127,10.11,4160048,30891000,174.15,0.18,1-01343-0024,"891 1 AVENUE
New York, NY
(40.754129271813, -73.965960846699)",MIDTOWN EAST,D7-ELEVATOR,51,1940,50000,1539326,30.79,553680,11.07,985646,7366000,147.32,0.16,1-01344-0033,340 EAST 52 STREET,MIDTOWN EAST,D7-ELEVATOR,67,1941,"51,338","1,805,341",35.17,"670,122",13.05,"1,135,219","8,397,000",163.56,0.15
1-02126-0001,"4032 ST NICHOLAS AVENUE
New York, NY
(40.841948067974, -73.939053131582)",1,,,,,,,,,,WASHINGTON HEIGHTS LOWER,D4-ELEVATOR,64,1910,84102,1181633,14.05,473494,5.63,708139,3817000,45.39,1-02129-0001,"1238 ST NICHOLAS AVENUE
New York, NY
(40.843710739151, -73.937830053622)",WASHINGTON HEIGHTS LOWER,D7-ELEVATOR,45,1910,55026,819337,14.89,434155,7.89,385182,2655000,48.25,0.15,1-02128-0008,"1228 ST NICHOLAS AVENUE
New York, NY
(40.843270071357, -73.938153809553)",WASHINGTON HEIGHTS LOWER,D7-ELEVATOR,51,1912,57690,762037,13.21,330047,5.72,431990,2772000,48.05,0.1,, , , , , , , , , , , , , , 
1-00717-0073,"458 20 STREET
New York, NY
(40.657293502356, -73.985251393873)",1,,,,,,,,,,CHELSEA,D4-ELEVATOR,19,1900,6680,237875,35.61,54976,8.23,182899,1352000,202.4,1-01075-0047,"530 47 STREET
New York, NY
(40.64634797632, -74.007899276617)",CLINTON,D9-ELEVATOR,33,1999,22500,769304,34.19,228698,10.16,540606,4006000,178.04,1.33,1-00927-0038,"320 22 STREET
New York, NY
(40.659113903277, -73.991295168789)",KIPS BAY,D9-ELEVATOR,94,1948,67048,2481933,37.02,421819,6.29,2060114,15162000,226.14,1.38,, , , , , , , , , , , , , , 
1-02243-0399,"57 PARK TERRACE
New York, NY
(40.713823412264, -74.010425655172)",1,,,,,,,,,,INWOOD,D4-ELEVATOR,51,1937,50117,761277,15.19,283161,5.65,478116,3286000,65.57,1-02243-0358,"235 SEAMAN AVENUE
New York, NY
(40.871346905112, -73.918764426601)",INWOOD,D1-ELEVATOR,52,1935,47180,751623,15.93,228410,4.84,523213,3571000,75.69,0.08,1-02250-0080,"254 SEAMAN AVENUE
New York, NY
(40.871841532228, -73.918080941859)",INWOOD,D1-ELEVATOR,61,1925,54261,783919,14.45,350608,6.46,433311,2651000,48.86,0.06,, , , , , , , , , , , , , , 
1-01303-0041,"150 49 STREET
New York, NY
(40.586679054232, -73.986970192554)",1,,,,,,,,,,MIDTOWN CBD,D4-ELEVATOR,49,1923,57000,2147190,37.67,506730,8.89,1640460,12055000,211.49,1-01320-0018,"235 46 STREET
New York, NY
(40.587999759579, -73.989276123648)",MIDTOWN EAST,D1-ELEVATOR,63,1938,49914,2234339,44.76,727099,14.57,1507240,11345000,227.29,0.15,1-01307-0029,"155 52 STREET
New York, NY
(40.583506108743, -73.987752935692)",MIDTOWN CBD,D6-ELEVATOR,113,1929,66386,2500853,37.67,590442,8.89,1910411,14039000,211.48,0.2,1-01299-0048,132 EAST 45 STREET,MIDTOWN CBD,D9-ELEVATOR,95,1915,"72,000","3,101,013",43.07,"924,360",12.84,"2,176,653","16,403,000",227.82,0.2
1-01235-0026,"203 87 STREET
New York, NY
(40.623364669298, -74.033938619454)",1,,,,,,,,,,UPPER WEST SIDE (79-96),D4-ELEVATOR,39,1940,24560,679330,27.66,242653,9.88,436677,3147000,128.14,1-01216-0060,"168 86 STREET
New York, NY
(40.624154220415, -74.034082774023)",UPPER WEST SIDE (79-96),D3-ELEVATOR,50,1923,100042,2835051,28.34,895398,8.95,1939653,13951000,139.45,0.17,1-01216-0051,"144 86 STREET
New York, NY
(40.624274571553, -74.034586302248)",UPPER WEST SIDE (79-96),D3-ELEVATOR,66,1929,96546,2603530,26.97,1043933,10.81,1559597,11260000,116.63,0.17,, , , , , , , , , , , , , , 
1-00901-0052,"210 21 STREET
New York, NY
(40.661930228134, -73.994477836862)",1,,,,,,,,,,GRAMERCY,D4-ELEVATOR,32,1910,14673,500643,34.12,152452,10.39,348191,2581000,175.9,1-00901-0021,"237 20 STREET
New York, NY
(40.601677443258, -74.0060403878)",GRAMERCY,D3-ELEVATOR,72,1929,74120,1700095,22.94,564742,7.62,1135353,8291000,111.86,0,1-00877-0053,"152 22 STREET
New York, NY
(40.602500225805, -74.002865044301)",GRAMERCY,D9-ELEVATOR,45,1930,24486,1109143,45.3,321873,13.15,787270,5923000,241.89,0.13,, , , , , , , , , , , , , , 
1-01589-0041,"55 END AVENUE
New York, NY
(40.563549841562, -74.178708663603)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,185,1951,210000,6369300,30.33,2003400,9.54,4365900,32681000,155.62,1-01561-0001,"1562 1 AVENUE
New York, NY
(40.773851403915, -73.95158068745)",UPPER EAST SIDE (79-96),D6-ELEVATOR,205,1964,210428,5543022,26.34,1716427,8.16,3826595,27687000,131.57,0.24,1-01581-0049,"1596 YORK AVENUE
New York, NY
(40.774966563232, -73.947830514588)",UPPER EAST SIDE (79-96),D8-ELEVATOR,237,1968,241983,8305726,34.32,2640206,10.91,5665520,41976000,173.47,0.17,, , , , , , , , , , , , , , 
1-01030-0039,"210 CENTRAL PARK
New York, NY
(40.766983878678, -73.979379529966)",1,10000,40.782295,-73.965126,64,6,143,1000000,1011110001,park-cemetery-etc-Manhattan                                                ,MIDTOWN WEST,D4-ELEVATOR,90,1968,122071,3940452,32.28,1160895,9.51,2779557,20694000,169.52,1-01011-0013,"145 58 STREET
New York, NY
(40.645329087155, -74.022808368317)",MIDTOWN WEST,D7-ELEVATOR,114,1928,122813,3556581,28.96,1191724,9.7,2364857,17752000,144.54,0.15,1-01029-0036,"910 7 AVENUE
New York, NY
(40.7660003226, -73.979702487307)",MIDTOWN WEST,D6-ELEVATOR,66,1913,94166,3039352,32.28,895319,9.51,2144033,15962000,169.51,0.05,1-01271-0007,57 WEST 55 STREET,MIDTOWN WEST,D6-ELEVATOR,105,1962,"112,000","4,018,994",35.88,"1,350,053",12.05,"2,668,941","19,697,000",175.87,0.36
1-00354-0031,"128 RIVINGTON STREET
New York, NY
(40.719640271989, -73.986933036422)",1,10002,40.719662,-73.986944,3,1,3001,1077468,1003540031,Chinatown                                                                  ,LOWER EAST SIDE,C6-WALK-UP,24,1920,19405,244503,12.6,87323,4.5,157180,894000,46.07,1-00349-0022,"47 CLINTON STREET
New York, NY
(40.719748190633, -73.98472070423)",LOWER EAST SIDE,C7-WALK-UP,10,1900,10625,172412,16.23,30319,2.85,142093,1638000,154.16,0.09,1-00350-0039,"30 CLINTON STREET
New York, NY
(40.720449661816, -73.984360975418)",LOWER EAST SIDE,C7-WALK-UP,12,1900,12420,116673,9.39,76271,6.14,40402,240000,19.32,0.16,, , , , , , , , , , , , , , 
1-02250-0084,"244 SEAMAN AVENUE
New York, NY
(40.871688647483, -73.918287785926)",1,10034,40.871728,-73.91824,12,10,307,1065087,1022500084,Marble Hill-Inwood                                                         ,INWOOD,D4-ELEVATOR,76,1966,78130,1153980,14.77,591444,7.57,562536,3751000,48.01,1-02243-0283,"520 218 STREET
New York, NY
(40.871590363571, -73.915096248844)",INWOOD,D1-ELEVATOR,60,1927,67734,1032337,15.24,478459,7.06,553878,3805000,56.18,0.13,1-02250-0050,"583 215 STREET
New York, NY
(40.871944007864, -73.919055752705)",INWOOD,D1-ELEVATOR,67,1930,68592,1013104,14.77,537075,7.83,476029,3284000,47.88,0,1-02250-0080,254 SEAMAN AVENUE,INWOOD,D1-ELEVATOR,61,1925,"54,261","783,919",14.45,"350,608",6.46,"433,311","2,651,000",48.86,0
1-01387-0037,"770 PARK AVENUE
New York, NY
(40.771612092062, -73.963577643321)",1,10021,40.771621,-73.96346,8,4,130,1041464,1013870037,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,43,1931,200244,8468319,42.29,2444979,12.21,6023340,45300000,226.22,1-01406-0001,"737 PARK AVENUE
New York, NY
(40.770568878508, -73.964063277217)",UPPER EAST SIDE (59-79),D6-ELEVATOR,120,1940,215600,9117276,42.29,2632052,12.21,6485224,48934000,226.97,0.12,1-01427-0028,"1393 2 AVENUE
New York, NY
(40.769273854786, -73.957992853519)",UPPER EAST SIDE (59-79),D6-ELEVATOR,149,1964,166432,5538468,33.28,1246428,7.49,4292040,31890000,191.61,0.31,1-01422-0048,210 EAST 68 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,210,1929,"243,802","10,528,049",43.18,"3,256,989",13.36,"7,271,060","54,789,000",224.73,0.4
1-01225-0052,"150 95 STREET
New York, NY
(40.617086686884, -74.036657560776)",1,,,,,,,,,,UPPER WEST SIDE (79-96),D4-ELEVATOR,40,1925,55404,1130242,20.4,457637,8.26,672605,4804000,86.71,1-01226-0040,"110 96 STREET
New York, NY
(40.616281182707, -74.036697857332)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,81030,1717326,21.19,635687,7.85,1081639,7936000,97.94,0.05,1-01242-0128,"203 94 STREET
New York, NY
(40.61860507695, -74.035906575443)",UPPER WEST SIDE (79-96),D1-ELEVATOR,24,1925,22800,447028,19.61,197439,8.66,249589,1788000,78.42,0.13,, , , , , , , , , , , , , , 
1-01361-0039,"12 BEEKMAN PLACE
New York, NY
(40.753149010801, -73.964926626365)",1,10022,40.753105,-73.964982,6,4,8603,1040084,1013610039,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,D4-ELEVATOR,69,1957,90089,2773840,30.79,997285,11.07,1776555,13277000,147.38,1-01343-0005,"307 50 STREET
New York, NY
(40.647506161485, -74.014230544708)",MIDTOWN EAST,D3-ELEVATOR,111,1962,71137,2235385,31.42,739775,10.4,1495610,11162000,156.91,0.12,1-01343-0024,"891 1 AVENUE
New York, NY
(40.754129271813, -73.965960846699)",MIDTOWN EAST,D7-ELEVATOR,51,1940,50000,1539326,30.79,553680,11.07,985646,7366000,147.32,0.12,1-01362-0012,20 BEEKMAN PLACE,MIDTOWN EAST,D3-ELEVATOR,78,1957,"98,808","2,417,575",24.47,"770,471",7.8,"1,647,104","11,977,000",121.21,0.05
1-01851-0012,"127 96 STREET
New York, NY
(40.616395202607, -74.036544055606)",1,,,,,,,,,,UPPER WEST SIDE (96-116),D4-ELEVATOR,140,1930,121713,2458603,20.2,737581,6.06,1721022,12300000,101.06,1-01851-0005,"143 96 STREET
New York, NY
(40.6164560004, -74.036369859683)",UPPER WEST SIDE (96-116),D3-ELEVATOR,92,1927,96000,1939200,20.2,872640,9.09,1066560,7623000,79.41,0,1-01832-0016,"27 96 STREET
New York, NY
(40.616015216339, -74.037632780308)",MANHATTAN VALLEY,D3-ELEVATOR,92,1927,133915,3051647,22.79,1259210,9.4,1792437,13094000,97.78,0.17,1-01871-0061,814 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,96,1926,"107,869","1,870,980",17.34,"701,389",6.5,"1,169,591","8,443,000",78.27,0.26
1-01209-0037,"12 96 STREET
New York, NY
(40.615904996313, -74.037775694753)",1,,,,,,,,,,UPPER WEST SIDE (79-96),D4-ELEVATOR,69,1930,127289,3182225,25,1073046,8.43,2109179,15318000,120.34,1-01851-0005,"143 96 STREET
New York, NY
(40.6164560004, -74.036369859683)",UPPER WEST SIDE (96-116),D3-ELEVATOR,92,1927,96000,1939200,20.2,872640,9.09,1066560,7623000,79.41,0.18,1-01203-0033,"295 CENTRAL PARK
New York, NY
(40.767852935294, -73.981336598051)",UPPER WEST SIDE (79-96),D3-ELEVATOR,136,1941,145476,4333969,29.79,1571254,10.8,2762715,20704000,142.32,0.3,, , , , , , , , , , , , , , 
1-01496-0034,"1000 PARK AVENUE
New York, NY
(40.779121431007, -73.958091778943)",1,10028,40.77906,-73.958032,8,4,15001,1046822,1014960034,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),D4-ELEVATOR,70,1916,164672,4426383,26.88,1407946,8.55,3018437,20020000,121.58,1-01492-0036,"920 PARK AVENUE
New York, NY
(40.776583711197, -73.959991538052)",UPPER EAST SIDE (79-96),D9-ELEVATOR,72,1962,155544,5895071,37.9,2014709,12.95,3880362,29372000,188.83,0.2,1-01517-0001,"1085 PARK AVENUE
New York, NY
(40.781603559808, -73.955996358614)",UPPER EAST SIDE (79-96),D6-ELEVATOR,46,1926,127395,6822498,53.55,1808333,14.19,5014165,37447000,293.94,0.23,, , , , , , , , , , , , , , 
1-01164-0002,"269 72 STREET
New York, NY
(40.633738271783, -74.027780591222)",1,,,,,,,,,,UPPER WEST SIDE (59-79),D4-ELEVATOR,60,1924,49327,1442321,29.24,414347,8.4,1027974,7712000,156.34,1-01165-0056,"244 74 STREET
New York, NY
(40.63248232096, -74.028992922633)",UPPER WEST SIDE (59-79),D6-ELEVATOR,39,1922,40050,1045795,26.11,372662,9.3,673133,4873000,121.67,0.05,1-01163-0011,"251 71 STREET
New York, NY
(40.634544504763, -74.027971626852)",UPPER WEST SIDE (59-79),D7-ELEVATOR,25,1920,33600,1087725,32.37,251503,7.49,836222,6225000,185.27,0.06,, , , , , , , , , , , , , , 
1-01076-0019,"521 47 STREET
New York, NY
(40.646519351336, -74.008066402317)",1,,,,,,,,,,CLINTON,C6-WALK-UP,16,1910,19471,556286,28.57,189063,9.71,367223,2759000,141.7,1-01076-0030,"691 10 AVENUE
New York, NY
(40.762978600581, -73.993030439781)",CLINTON,C7-WALK-UP,22,1910,9725,255890,26.31,88825,9.13,167065,1209000,124.32,0,1-01076-0032,"695 10 AVENUE
New York, NY
(40.763104505665, -73.992949500798)",CLINTON,C7-WALK-UP,18,1901,9725,289381,29.76,59713,6.14,229668,1721000,176.97,0,1-01075-0051,538 WEST 47 STREET,CLINTON,C1-WALK-UP,20,1910,"8,935","255,291",28.57,"84,042",9.41,"171,249","1,287,000",144.04,0.05
1-01874-0058,"246 103 STREET
New York, NY
(40.799284957883, -73.969054602724)",1,,,,,,,,,,UPPER WEST SIDE (96-116),D4-ELEVATOR,78,1917,77465,1345567,17.37,536058,6.92,809509,5412000,69.86,1-01889-0040,"290 RIVERSIDE DRIVE
New York, NY
(40.799320203785, -73.972319053446)",UPPER WEST SIDE (96-116),D3-ELEVATOR,63,1924,106763,1676627,15.7,629623,5.9,1047004,7163000,67.09,0.1,1-01892-0016,"949 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",UPPER WEST SIDE (96-116),D3-ELEVATOR,60,1916,83805,1665271,19.87,582470,6.95,1082801,4763000,56.83,0.22,, , , , , , , , , , , , , , 
