MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Boro-Block-Lot,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Neighborhood,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Building Classification,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Total Units,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Year Built,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Gross Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross Income per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Expense,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Expense per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Net Operating Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Full Market Value,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Coop in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Coop in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Coop in miles
1-01361-0032,"5 BEEKMAN PLACE
New York, NY
(40.75311303792, -73.964953606026)",1,10022,40.752962,-73.965065,6,4,"8,603","1,040,083","1,013,610,032",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,C6-WALK-UP,11,"1,900","6,440","235,833",36.62,"53,323",8.28,"182,510","1,345,000",208.85,1-01323-0013,"225 49 STREET
New York, NY
(40.585652527866, -73.988588075403)",MIDTOWN EAST,C5-WALK-UP,14,"1,900","7,868","414,062",52.63,"76,129",9.68,"337,933","2,527,000",321.17,0.32,1-01337-0005,"305 44 STREET
New York, NY
(40.650889129549, -74.010782365059)",MIDTOWN EAST,C4-WALK-UP,16,"1,910","7,076","332,006",46.92,"109,607",15.49,"222,399","1,671,000",236.15,0.33,, , , , , , , , , , , , , , 
1-00862-0011,"11 32 STREET
New York, NY
(40.600727587795, -73.992607932661)",1,,,,,,,,,,MURRAY HILL,D4-ELEVATOR,83,"1,910","45,920","1,775,629",38.67,"497,500",10.83,"1,278,129","9,670,000",210.58,1-00862-0009,"9 32 STREET
New York, NY
(40.600765526017, -73.992569169695)",MURRAY HILL,D9-ELEVATOR,77,"1,930","39,740","1,827,000",45.97,"495,256",12.46,"1,331,744","10,015,000",252.01,0,1-00860-0015,"118 MADISON AVENUE
New York, NY
(40.745342895587, -73.98471171101)",MURRAY HILL,D5-ELEVATOR,13,"1,920","34,545","1,305,224",37.78,"307,371",8.9,"997,853","7,554,000",218.67,0.1,1-00860-0024,27 EAST 30 STREET,MURRAY HILL,D7-ELEVATOR,35,1925,"21,095","691,576",32.78,"216,274",10.25,"475,302","3,535,000",167.58,0.13
1-02116-0023,"516 158 STREET
New York, NY
(40.833674349878, -73.942102754455)",1,,,,,,,,,,WASHINGTON HEIGHTS LOWER,D4-ELEVATOR,47,"1,928","43,368","387,276",8.93,"215,105",4.96,"172,171","1,027,000",23.68,1-02026-0041,"208 141 STREET
New York, NY
(40.819207057416, -73.941264646991)",HARLEM-CENTRAL,D1-ELEVATOR,24,"1,920","25,410","165,395",6.51,"100,335",3.95,"65,060","349,000",13.73,0.99,1-02026-0029,"2400 ADAM
New York, NY
(40.756053999992, -73.986951000288)",HARLEM-CENTRAL,D7-ELEVATOR,57,"1,905","58,569","672,372",11.48,"383,041",6.54,"289,331","1,397,000",23.85,0.99,, , , , , , , , , , , , , , 
1-01121-0045,"26 69 STREET
New York, NY
(40.638478087214, -74.034984180512)",1,,,,,,,,,,UPPER WEST SIDE (59-79),D4-ELEVATOR,20,"1,925","27,308","1,278,834",46.83,"401,428",14.7,"877,406","6,594,000",241.47,1-01122-0022,"19 69 STREET
New York, NY
(40.638604692583, -74.035194134799)",UPPER WEST SIDE (59-79),D3-ELEVATOR,83,"1,916","42,642","1,996,804",46.83,"626,991",14.7,"1,369,813","10,295,000",241.43,0.05,1-01124-0062,"58 72 STREET
New York, NY
(40.635413141685, -74.035060063893)",UPPER WEST SIDE (59-79),D9-ELEVATOR,29,"1,920","25,080","1,427,064",56.9,"403,222",16.08,"1,023,842","4,180,000",166.67,0.14,1-01124-0013,41 WEST 71 STREET,UPPER WEST SIDE (59-79),D9-ELEVATOR,29,1929,"20,700","619,100",29.91,"194,174",9.38,"424,926","3,183,000",153.77,0.14
1-01585-0018,"531 88 STREET
New York, NY
(40.619852540542, -74.026206736417)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,26,"1,905","25,800","870,492",33.74,"195,564",7.58,"674,928","5,010,000",194.19,1-01584-0046,"506 88 STREET
New York, NY
(40.620207292973, -74.027039583546)",UPPER EAST SIDE (79-96),D9-ELEVATOR,39,"1,915","21,500","726,575",33.79,"154,536",7.19,"572,039","4,246,000",197.49,0.05,1-01568-0037,"422 89 STREET
New York, NY
(40.620313951612, -74.028927757015)",UPPER EAST SIDE (79-96),D6-ELEVATOR,24,"1,920","29,459","992,119",33.68,"234,611",7.96,"757,508","5,624,000",190.91,0.14,, , , , , , , , , , , , , , 
1-01452-0019,"345 77 STREET
New York, NY
(40.629752921037, -74.02713884578)",1,,,,,,,,,,UPPER EAST SIDE (59-79),D4-ELEVATOR,60,"1,920","43,410","1,382,609",31.85,"357,698",8.24,"1,024,911","7,643,000",176.07,1-01451-0011,"343 76 STREET
New York, NY
(40.630494201638, -74.026884933131)",UPPER EAST SIDE (59-79),D9-ELEVATOR,24,"1,920","12,750","523,155",41.03,"166,684",13.07,"356,471","2,692,000",211.14,0.05,1-01452-0026,"1485 1 AVENUE
New York, NY
(40.771351288674, -73.95340631117)",UPPER EAST SIDE (59-79),D9-ELEVATOR,20,"1,940","16,100","465,210",28.9,"171,820",10.67,"293,390","2,203,000",136.83,0,1-01472-0034,440 EAST 78 STREET,UPPER EAST SIDE (59-79),D1-ELEVATOR,47,1936,"44,856","1,428,691",31.85,"369,557",8.24,"1,059,134","7,898,000",176.07,0.14
1-01820-0061,"1809 ADAM
New York, NY
(40.756053999992, -73.986951000288)",1,,,,,,,,,,HARLEM-CENTRAL,D4-ELEVATOR,36,"1,904","51,456","574,764",11.17,"274,260",5.33,"300,504","1,770,000",34.4,1-01823-0061,"1871 ADAM
New York, NY
(40.756053999992, -73.986951000288)",HARLEM-CENTRAL,D3-ELEVATOR,35,"1,925","31,220","660,353",21.15,"325,813",10.44,"334,540","2,455,000",78.64,0.15,1-01902-0056,"152 118 STREET
New York, NY
(40.803933370478, -73.950236977266)",HARLEM-CENTRAL,D1-ELEVATOR,30,"1,920","31,516","202,260",6.42,"126,619",4.02,"75,641","450,000",14.28,0.35,1-01925-0029,1980 ADAM C POWELL BOULEV,HARLEM-CENTRAL,D7-ELEVATOR,42,1921,"46,692","521,375",11.17,"249,021",5.33,"272,354","1,756,000",37.61,0.48
1-01889-0036,"285 RIVERSIDE DRIVE
New York, NY
(40.799032420736, -73.972642809377)",1,10025,40.798941,-73.972323,7,6,187,"1,057,146","1,018,890,036",Upper West Side                                                            ,UPPER WEST SIDE (96-116),D4-ELEVATOR,86,"1,940","159,770","3,634,768",22.75,"1,000,160",6.26,"2,634,608","19,248,000",120.47,1-01890-0015,"865 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",UPPER WEST SIDE (96-116),D3-ELEVATOR,78,"1,925","143,604","2,694,011",18.76,"1,293,872",9.01,"1,400,139","10,062,000",70.07,0.1,1-01891-0026,"915 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",UPPER WEST SIDE (96-116),D3-ELEVATOR,94,"1,923","118,591","2,756,615",23.24,"884,289",7.46,"1,872,326","13,664,000",115.22,0.2,1-01876-0061,908 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,90,1925,"120,542","2,742,209",22.75,"754,061",6.26,"1,988,148","14,525,000",120.5,0.21
1-02246-0120,"1803 RIVERSIDE DRIVE
New York, NY
(40.866103857681, -73.929996958747)",1,10034,40.866188,-73.930131,12,10,287,"1,065,053","1,022,460,120",Washington Heights North                                                   ,WASHINGTON HEIGHTS UPPER,D4-ELEVATOR,74,"1,920","86,352","1,198,566",13.88,"461,983",5.35,"736,583","4,854,000",56.21,1-02246-0125,"1795 RIVERSIDE DRIVE
New York, NY
(40.866310701748, -73.930284741797)",WASHINGTON HEIGHTS UPPER,D7-ELEVATOR,75,"1,925","80,736","1,025,912",12.71,"497,090",6.16,"528,822","3,537,000",43.81,0,1-02246-0135,"1781 RIVERSIDE DRIVE
New York, NY
(40.866715396661, -73.930806348574)",WASHINGTON HEIGHTS UPPER,D1-ELEVATOR,65,"1,920","72,602","1,091,820",15.04,"329,925",4.54,"761,895","5,242,000",72.2,0.05,, , , , , , , , , , , , , , 
1-01887-0016,"741 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",1,,,,,,,,,,UPPER WEST SIDE (96-116),D4-ELEVATOR,37,"1,929","21,900","521,439",23.81,"182,427",8.33,"339,012","2,469,000",112.74,1-01253-0007,"321 94 STREET
New York, NY
(40.617701921156, -74.032771209029)",UPPER WEST SIDE (79-96),D1-ELEVATOR,30,"1,930","30,960","698,471",22.56,"313,342",10.12,"385,129","2,815,000",90.92,0.11,1-01870-0037,"206 99 STREET
New York, NY
(40.614481505238, -74.03514568894)",UPPER WEST SIDE (96-116),D1-ELEVATOR,25,"1,925","23,964","600,387",25.05,"156,619",6.54,"443,768","3,223,000",134.49,0.21,, , , , , , , , , , , , , , 
1-01786-0017,"237 121 STREET
New York, NY
(40.806994820222, -73.951508681425)",1,,,,,,,,,,HARLEM-EAST,C6-WALK-UP,12,"1,920","8,000","112,240",14.03,"58,720",7.34,"53,520","352,000",44,1-01783-0042,"210 119 STREET
New York, NY
(40.805274830724, -73.951483956216)",HARLEM-EAST,C4-WALK-UP,14,"1,900","9,590","119,640",12.48,"62,000",6.47,"57,640","386,000",40.25,0.15,1-01667-0025,"2291 2 AVENUE
New York, NY
(40.797971220741, -73.937065629898)",HARLEM-EAST,C7-WALK-UP,12,"1,910","14,550","215,486",14.81,"114,218",7.85,"101,268","698,000",47.97,0.2,, , , , , , , , , , , , , , 
1-00771-0023,"223 21 STREET
New York, NY
(40.661640752095, -73.993890707695)",1,,,,,,,,,,CHELSEA,D4-ELEVATOR,64,"1,889","46,620","1,382,749",29.66,"452,214",9.7,"930,535","6,975,000",149.61,1-00770-0051,"220 21 STREET
New York, NY
(40.661722657017, -73.994139274264)",CHELSEA,D1-ELEVATOR,35,"1,920","25,778","764,518",29.66,"250,067",9.7,"514,451","3,856,000",149.58,0.05,1-00768-0077,"274 19 STREET
New York, NY
(40.600992872365, -74.008088902234)",CHELSEA,D1-ELEVATOR,25,"1,920","22,506","848,796",37.71,"183,901",8.17,"664,895","5,034,000",223.67,0.13,1-00796-0067,150 WEST 21 STREET,CHELSEA,D1-ELEVATOR,61,1950,"48,249","1,304,072",27.03,"236,441",4.9,"1,067,631","7,707,000",159.73,0.18
1-01895-0047,"615 113 STREET
New York, NY
(40.806375053606, -73.965932131829)",1,,,,,,,,,,UPPER WEST SIDE (96-116),D4-ELEVATOR,49,"1,907","27,592","568,395",20.6,"227,634",8.25,"340,761","2,504,000",90.75,1-01896-0032,"608 115 STREET
New York, NY
(40.789873154338, -73.85167523548)",UPPER WEST SIDE (96-116),D3-ELEVATOR,38,"1,911","30,568","607,080",19.86,"273,278",8.94,"333,802","2,388,000",78.12,0.05,1-01885-0027,"507 113 STREET
New York, NY
(40.805011781589, -73.96268590192)",UPPER WEST SIDE (96-116),D3-ELEVATOR,33,"1,910","27,184","580,015",21.34,"243,182",8.95,"336,833","2,471,000",90.9,0.15,, , , , , , , , , , , , , , 
1-00910-0039,"244 30 STREET
New York, NY
(40.656401723567, -73.998888240768)",1,,,,,,,,,,MURRAY HILL,D4-ELEVATOR,11,"1,900","7,495","248,010",33.09,"93,463",12.47,"154,547","1,149,000",153.3,1-00910-0020,"231 29 STREET
New York, NY
(40.598443323978, -73.998649771565)",MURRAY HILL,C4-WALK-UP,19,"1,920","7,595","265,184",34.92,"108,665",14.31,"156,519","1,158,000",152.47,0,1-00912-0061,"206 32 STREET
New York, NY
(40.596488608073, -73.997104017564)",MURRAY HILL,C4-WALK-UP,20,"1,910","10,510","328,399",31.25,"111,598",10.62,"216,801","1,619,000",154.04,0.1,, , , , , , , , , , , , , , 
1-00584-0018,"79 BARROW STREET
New York, NY
(40.731610248199, -74.005935710901)",1,10014,40.731602,-74.005979,2,3,67,"1,009,820","1,005,840,018",West Village                                                               ,GREENWICH VILLAGE-WEST,D4-ELEVATOR,19,"1,920","13,484","439,578",32.6,"104,096",7.72,"335,482","2,496,000",185.11,1-00588-0009,"26 GROVE STREET
New York, NY
(40.732572522771, -74.005054375313)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,42,"1,926","22,392","743,452",33.2,"132,025",5.9,"611,427","4,544,000",202.93,0.1,1-00543-0048,"136 4 STREET
New York, NY
(40.676702889667, -73.993188867315)",GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,"1,929","20,874","667,901",32,"198,944",9.53,"468,957","3,496,000",167.48,0.25,, , , , , , , , , , , , , , 
1-01331-0014,"227 57 STREET
New York, NY
(40.644833525462, -74.02038282191)",1,,,,,,,,,,MIDTOWN EAST,D4-ELEVATOR,120,"1,931","93,153","3,609,679",38.75,"1,226,825",13.17,"2,382,854","18,026,000",193.51,1-01343-0036,"340 51 STREET
New York, NY
(40.646561162999, -74.014277820328)",MIDTOWN EAST,D9-ELEVATOR,116,"1,965","88,658","3,436,384",38.76,"1,168,512",13.18,"2,267,872","17,156,000",193.51,0.38,1-01338-0035,"330 46 STREET
New York, NY
(40.649495172154, -74.011585688208)",MIDTOWN EAST,D9-ELEVATOR,206,"1,961","133,828","5,262,298",39.32,"1,566,613",11.71,"3,695,685","27,947,000",208.83,0.61,, , , , , , , , , , , , , , 
1-01372-0062,"25 SUTTON PLACE
New York, NY
(40.758149241284, -73.960097267068)",1,10022,40.758162,-73.960078,6,5,"10,601","1,040,744","1,013,720,062",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,D4-ELEVATOR,14,"1,928","63,000","2,028,600",32.2,"769,860",12.22,"1,258,740","9,373,000",148.78,1-01349-0049,"1076 2 AVENUE
New York, NY
(40.759057556533, -73.965457226363)",MIDTOWN EAST,D6-ELEVATOR,167,"1,948","180,000","5,943,853",33.02,"2,148,608",11.94,"3,795,245","28,213,000",156.74,0.24,1-01369-0037,"422 58 STREET
New York, NY
(40.641612682503, -74.016654034764)",MIDTOWN EAST,D9-ELEVATOR,24,"1,939","18,654","600,692",32.2,"227,930",12.22,"372,762","2,776,000",148.82,0.11,1-01369-0045,1058 1 AVENUE,MIDTOWN EAST,D6-ELEVATOR,130,1929,"140,000","4,480,995",32.01,"1,999,765",14.28,"2,481,230","18,496,000",132.11,0.11
1-00895-0066,"140 40 STREET
New York, NY
(40.594702815247, -73.989358730433)",1,,,,,,,,,,MURRAY HILL,D4-ELEVATOR,99,"1,931","58,280","1,981,520",34,"699,360",12,"1,282,160","9,245,000",158.63,1-00887-0014,"121 31 STREET
New York, NY
(40.598996279769, -73.995557390437)",MURRAY HILL,D3-ELEVATOR,96,"1,930","58,321","2,050,910",35.17,"580,070",9.95,"1,470,840","10,879,000",186.54,0.41,1-00911-0008,"207 30 STREET
New York, NY
(40.656756317184, -73.999349870749)",MURRAY HILL,D3-ELEVATOR,79,"1,985","47,903","1,675,311",34.97,"514,672",10.74,"1,160,639","8,588,000",179.28,0.46,1-00894-0052,150 EAST 39 STREET,MURRAY HILL,D7-ELEVATOR,140,1928,"90,871","3,756,801",41.34,"1,105,063",12.16,"2,651,738","20,022,000",220.33,0.05
1-02179-0258,"17 CHITTENDEN AVENUE
New York, NY
(40.855240047567, -73.939134070565)",1,10033,40.855459,-73.938934,12,10,275,"1,064,363","1,021,790,258",Washington Heights North                                                   ,WASHINGTON HEIGHTS UPPER,D4-ELEVATOR,33,"1,939","29,322","452,145",15.42,"241,320",8.23,"210,825","1,446,000",49.31,1-02179-0221,"567 FT WASHINGTON AVENUE
New York, NY
(40.854340725538, -73.93713757566)",WASHINGTON HEIGHTS UPPER,D1-ELEVATOR,62,"1,920","59,976","976,752",16.29,"365,459",6.09,"611,293","4,159,000",69.34,0.08,1-02180-0083,"30 MAGAW PLACE
New York, NY
(40.851786650974, -73.936903751932)",WASHINGTON HEIGHTS UPPER,D7-ELEVATOR,43,"1,930","35,310","544,372",15.42,"290,646",8.23,"253,726","1,741,000",49.31,0.2,1-02180-0473,182 BENNETT AVENUE,WASHINGTON HEIGHTS UPPER,D1-ELEVATOR,60,1940,"60,654","933,071",15.38,"468,774",7.73,"464,297","2,651,000",43.71,0.23
1-01844-0024,"11 108 STREET
New York, NY
(40.799514255723, -73.959395540324)",1,,,,,,,,,,MANHATTAN VALLEY,C6-WALK-UP,12,"1,900","11,052","154,507",13.98,"76,259",6.9,"78,248","515,000",46.6,1-01845-0005,"63 109 STREET
New York, NY
(40.800760437115, -73.960412937654)",MANHATTAN VALLEY,C4-WALK-UP,13,"1,900","16,900","295,581",17.49,"147,875",8.75,"147,706","1,066,000",63.08,0.1,1-01847-0061,"302 114 STREET
New York, NY
(40.803133703591, -73.956446899549)",MANHATTAN VALLEY,C4-WALK-UP,20,"1,900","8,915","124,619",13.98,"77,445",8.69,"47,174","298,000",33.43,0.25,1-01838-0047,58 MANHATTAN AVENUE,MANHATTAN VALLEY,C4-WALK-UP,20,1940,"12,240","142,640",11.65,"90,627",7.4,"52,013","333,000",27.21,0.31
1-01391-0040,"850 PARK AVENUE
New York, NY
(40.774175159846, -73.961716046721)",1,10075,40.774121,-73.961635,8,4,130,"1,041,801","1,013,910,040",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,52,"1,924","149,056","6,062,110",40.67,"1,818,633",12.2,"4,243,477","32,058,000",215.07,1-01460-0047,"400 66 STREET
New York, NY
(40.636760614866, -74.020849567196)",UPPER EAST SIDE (59-79),D6-ELEVATOR,129,"1,999","138,500","5,968,600",43.09,"1,489,016",10.75,"4,479,584","30,910,000",223.18,0.8,1-01427-0028,"1393 2 AVENUE
New York, NY
(40.769273854786, -73.957992853519)",UPPER EAST SIDE (59-79),D6-ELEVATOR,149,"1,964","166,432","5,538,468",33.28,"1,246,428",7.49,"4,292,040","31,890,000",191.61,0.37,1-01438-0006,305 EAST 63 STREET,UPPER EAST SIDE (59-79),D9-ELEVATOR,111,1931,"164,567","7,513,555",45.66,"2,100,103",12.76,"5,413,452","40,718,000",247.43,0.79
1-01248-0049,"334 87 STREET
New York, NY
(40.622478796203, -74.030390897218)",1,,,,,,,,,,UPPER WEST SIDE (79-96),D4-ELEVATOR,38,"1,927","44,876","1,097,667",24.46,"419,591",9.35,"678,076","4,931,000",109.88,1-01248-0051,"340 87 STREET
New York, NY
(40.622440754891, -74.030231238983)",UPPER WEST SIDE (79-96),D3-ELEVATOR,29,"1,925","29,303","807,498",27.56,"310,674",10.6,"496,824","3,581,000",122.21,0,1-01247-0013,"349 85 STREET
New York, NY
(40.624047492389, -74.029371848042)",UPPER WEST SIDE (79-96),D2-ELEVATOR,36,"1,920","24,192","560,459",23.17,"193,147",7.98,"367,312","2,681,000",110.82,0.06,1-01246-0057,127 RIVERSIDE DRIVE,UPPER WEST SIDE (79-96),D1-ELEVATOR,23,1910,"17,325","423,781",24.46,"161,906",9.35,"261,875","1,904,000",109.9,0.1
1-01508-0027,"173 79 STREET
New York, NY
(40.629421966378, -74.032515319857)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,62,"1,928","92,216","2,897,427",31.42,"734,039",7.96,"2,163,388","16,146,000",175.09,1-01510-0025,"151 81 STREET
New York, NY
(40.628203340155, -74.034107908575)",UPPER EAST SIDE (79-96),D1-ELEVATOR,42,"1,910","25,402","974,827",38.38,"270,250",10.64,"704,577","5,332,000",209.9,0.1,1-01511-0021,"147 82 STREET
New York, NY
(40.627450529133, -74.034308557336)",UPPER EAST SIDE (79-96),D9-ELEVATOR,42,"1,920","26,880","844,450",31.42,"194,236",7.23,"650,214","4,853,000",180.54,0.15,, , , , , , , , , , , , , , 
1-01393-0043,"66 79 STREET
New York, NY
(40.630403870955, -74.036138455808)",1,,,,,,,,,,UPPER EAST SIDE (59-79),D4-ELEVATOR,21,"1,926","55,760","2,529,274",45.36,"983,049",17.63,"1,546,225","11,633,000",208.63,1-01412-0012,"117 77 STREET
New York, NY
(40.631199887925, -74.033238618216)",UPPER EAST SIDE (59-79),D3-ELEVATOR,40,"1,929","29,500","1,384,419",46.93,"380,450",12.9,"1,003,969","7,545,000",255.76,0.11,1-01509-0006,"107 80 STREET
New York, NY
(40.629333012145, -74.035511629588)",UPPER EAST SIDE (79-96),D3-ELEVATOR,33,"1,925","52,272","2,335,704",44.68,"712,236",13.63,"1,623,468","12,219,000",233.76,0.15,, , , , , , , , , , , , , , 
1-01566-0029,"444 87 STREET
New York, NY
(40.621455414938, -74.027828683585)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,42,"1,905","25,000","891,750",35.67,"317,000",12.68,"574,750","4,247,000",169.88,1-01567-0030,"444 88 STREET
New York, NY
(40.620784485819, -74.028209761463)",UPPER EAST SIDE (79-96),C4-WALK-UP,10,"1,920","8,965","283,694",31.64,"129,004",14.39,"154,690","3,546,000",395.54,0.05,1-01567-0010,"415 87 STREET
New York, NY
(40.621817481108, -74.028338745987)",UPPER EAST SIDE (79-96),C1-WALK-UP,20,"1,920","8,590","340,972",39.69,"94,241",10.97,"246,731","1,865,000",217.11,0.05,, , , , , , , , , , , , , , 
1-01385-0037,"730 PARK AVENUE
New York, NY
(40.770263109018, -73.964566897554)",1,10021,40.770553,-73.964897,8,4,130,"1,041,333","1,013,850,037",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,41,"1,928","192,445","8,138,499",42.29,"2,349,753",12.21,"5,788,746","43,679,000",226.97,1-01406-0001,"737 PARK AVENUE
New York, NY
(40.770568878508, -73.964063277217)",UPPER EAST SIDE (59-79),D6-ELEVATOR,120,"1,940","215,600","9,117,276",42.29,"2,632,052",12.21,"6,485,224","48,934,000",226.97,0.11,1-01422-0048,"210 68 STREET
New York, NY
(40.637340130872, -74.027940743125)",UPPER EAST SIDE (59-79),D6-ELEVATOR,210,"1,929","243,802","10,528,049",43.18,"3,256,989",13.36,"7,271,060","54,789,000",224.73,0.34,1-01427-0028,1393 2 AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,149,1964,"166,432","5,538,468",33.28,"1,246,428",7.49,"4,292,040","31,890,000",191.61,0.33
1-00143-0004,"55 HUDSON STREET
New York, NY
(40.717688743186, -74.008984412581)",1,10013,40.717648,-74.009004,1,1,39,"1,001,544","1,001,430,004",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,D4-ELEVATOR,63,"1,900","103,750","3,135,325",30.22,"901,588",8.69,"2,233,737","16,725,000",161.2,1-00065-0020,"12 JOHN STREET
New York, NY
(40.709927594073, -74.008984412581)",FINANCIAL,D6-ELEVATOR,20,"1,900","31,118","890,618",28.62,"250,756",8.06,"639,862","4,807,000",154.48,0.55,1-00077-0024,"82 FULTON STREET
New York, NY
(40.709208136449, -74.005737860055)",FINANCIAL,D7-ELEVATOR,205,"1,900","159,000","5,447,340",34.26,"1,906,410",11.99,"3,540,930","26,237,000",165.01,0.63,, , , , , , , , , , , , , , 
1-00588-0043,"104 BEDFORD STREET
New York, NY
(40.732779366837, -74.005638934632)",1,10014,40.732733,-74.005614,2,3,73,"1,010,033","1,005,880,043",West Village                                                               ,GREENWICH VILLAGE-WEST,D4-ELEVATOR,30,"1,890","14,328","448,037",31.27,"96,714",6.75,"351,323","2,623,000",183.07,1-00588-0009,"26 GROVE STREET
New York, NY
(40.732572522771, -74.005054375313)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,42,"1,926","22,392","743,452",33.2,"132,025",5.9,"611,427","4,544,000",202.93,0.04,1-00592-0080,"125 WASHINGTON PLACE
New York, NY
(40.732905271921, -74.001699904143)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,30,"1,926","17,688","518,842",29.33,"134,462",7.6,"384,380","2,883,000",162.99,0.18,, , , , , , , , , , , , , , 
1-00891-0077,"120 36 STREET
New York, NY
(40.65640699939, -74.007942002344)",1,,,,,,,,,,MURRAY HILL,D4-ELEVATOR,103,"1,957","77,193","2,717,194",35.2,"880,000",11.4,"1,837,194","13,588,000",176.03,1-00890-0005,"15 PARK AVENUE
New York, NY
(40.747456302355, -73.980925565266)",MURRAY HILL,D9-ELEVATOR,102,"1,924","71,115","3,594,669",50.55,"1,009,793",14.2,"2,584,876","19,359,000",272.22,0.05,1-00892-0001,"41 PARK AVENUE
New York, NY
(40.748499515909, -73.980170134762)",MURRAY HILL,D6-ELEVATOR,119,"1,950","115,221","4,055,779",35.2,"1,419,523",12.32,"2,636,256","19,497,000",169.21,0.05,1-00865-0032,20 PARK AVENUE,MURRAY HILL,D7-ELEVATOR,102,1939,"101,306","3,485,232",34.4,"1,145,125",11.3,"2,340,107","17,335,000",171.12,0.1
